window_number,model_name,trial_number,trial_value,best_so_far
5,random_forest,3,0.44119237120732285,0.4514289819181005
5,random_forest,4,0.48996324544398157,0.48996324544398157
5,random_forest,5,0.3801564232377946,0.48996324544398157
5,random_forest,6,0.3584959692430551,0.48996324544398157
5,random_forest,7,0.40366526887740406,0.48996324544398157
5,random_forest,8,0.2382528355224601,0.48996324544398157
5,random_forest,9,0.4446945299969986,0.48996324544398157
5,random_forest,10,0.36387533686809603,0.48996324544398157
5,random_forest,11,0.37835540449921296,0.48996324544398157
5,random_forest,12,0.4936485647726417,0.4936485647726417
5,random_forest,13,0.4975679337767709,0.4975679337767709
5,random_forest,14,0.4924265777941033,0.4975679337767709
5,random_forest,15,0.4996809857284465,0.4996809857284465
5,random_forest,16,0.45861125696974997,0.4996809857284465
5,random_forest,17,0.4047798039180275,0.4996809857284465
5,random_forest,18,0.5036766825210965,0.5036766825210965
5,random_forest,19,0.5044723766478166,0.5044723766478166
5,random_forest,20,0.4564300059950626,0.5044723766478166
5,random_forest,21,0.4995896012669787,0.5044723766478166
5,random_forest,22,0.5005915543123537,0.5044723766478166
5,random_forest,23,0.49243296361179656,0.5044723766478166
5,random_forest,24,0.501248444669303,0.5044723766478166
5,extra_trees,0,0.2382528355224601,0.2382528355224601
5,extra_trees,1,0.34741513541060526,0.34741513541060526
5,extra_trees,2,0.27764245316681474,0.34741513541060526
5,extra_trees,3,0.36834277791877335,0.36834277791877335
5,extra_trees,4,0.4237025059130269,0.4237025059130269
5,extra_trees,5,0.3109692019921222,0.4237025059130269
5,extra_trees,6,0.2807712194414554,0.4237025059130269
5,extra_trees,7,0.29877996244255084,0.4237025059130269
5,extra_trees,8,0.25864632069265675,0.4237025059130269
5,extra_trees,9,0.38199117824362455,0.4237025059130269
5,extra_trees,10,0.2754535115484969,0.4237025059130269
5,extra_trees,11,0.36473441821652125,0.4237025059130269
5,extra_trees,12,0.4339885616333594,0.4339885616333594
5,extra_trees,13,0.413058385495017,0.4339885616333594
5,extra_trees,14,0.45578197149813776,0.45578197149813776
5,extra_trees,15,0.44141682574313945,0.45578197149813776
5,extra_trees,16,0.44621751566040935,0.45578197149813776
5,extra_trees,17,0.2944316822917773,0.45578197149813776
5,extra_trees,18,0.45717759265071284,0.45717759265071284
5,extra_trees,19,0.45492916008851925,0.45717759265071284
5,extra_trees,20,0.46045493490654893,0.46045493490654893
5,extra_trees,21,0.45834369880821696,0.46045493490654893
5,extra_trees,22,0.45883523735756465,0.46045493490654893
5,extra_trees,23,0.45936068516259493,0.46045493490654893
5,extra_trees,24,0.46091161451442625,0.46091161451442625
