window_number,model_name,trial_number,trial_value,trial_state,optimization_metric
5,xgboost,4,0.49801369882820246,COMPLETE,f1
5,xgboost,5,0.5083538447059883,COMPLETE,f1
5,xgboost,6,0.2382528355224601,COMPLETE,f1
5,xgboost,7,0.5000780123398132,COMPLETE,f1
5,xgboost,8,0.46337801339231594,COMPLETE,f1
5,xgboost,9,0.2382528355224601,COMPLETE,f1
5,xgboost,10,0.4512392658176803,COMPLETE,f1
5,xgboost,11,0.4931402899620095,COMPLETE,f1
5,xgboost,12,0.25092939435791095,COMPLETE,f1
5,xgboost,13,0.4787678243758338,COMPLETE,f1
5,xgboost,14,0.52641980721161,COMPLETE,f1
5,lightgbm,0,0.5089073107464165,COMPLETE,f1
5,lightgbm,1,0.2382528355224601,COMPLETE,f1
5,lightgbm,2,0.49751616316409075,COMPLETE,f1
5,lightgbm,3,0.28057011383825964,COMPLETE,f1
5,lightgbm,4,0.49072121790415163,COMPLETE,f1
